,Abstract Note,fus_related
946,"Q&A with Nwamaka Eneanya, MD, MPH, on Advancing Health Equity and Removing Race from Assessment of Renal Function — a Driver of Disparities in Timely Access to Care",0
947,"<h3>Importance</h3><p>Crisis Standards of Care (CSC) are guidelines for rationing health care resources during public health emergencies. The CSC adopted by US states ration intensive care unit (ICU) admission using the Sequential Organ Failure Assessment (SOFA) score, which is used to compare expected in-hospital mortality among eligible patients. However, it is unknown if Black and White patients with equivalent SOFA scores have equivalent in-hospital mortality.</p><h3>Objective</h3><p>To investigate whether reliance on SOFA is associated with bias against Black patients in CSC.</p><h3>Design, Setting, and Participants</h3><p>This cohort study was conducted using data from the eICU Collaborative Research Database of patients admitted to 233 US ICUs in 2014 to 2015. Included individuals were Black and White adult patients in the ICU, who were followed up to hospital discharge. Data were analyzed from May 2020 through April 2021.</p><h3>Exposure</h3><p>SOFA scores at ICU admission.</p><h3>Main Outcomes and Measures</h3><p>Hierarchical logistic regression with hospital fixed effects was used to measure the interaction between race and SOFA as a factor associated with in-hospital mortality, as well as the odds of death among Black and White patients with equivalent priority for resource allocation according to the SOFA-based ranking rules of 3 statewide CSC (denoted A, B, and C) under shortage conditions that were severe (ie, only patients with the highest priority would be eligible for allocation), intermediate (ie, patients in the highest 2 tiers would be eligible for allocation), or low (ie, only patients with the lowest priority would be at risk of exclusion).</p><h3>Results</h3><p>Among 111 885 ICU encounters representing 95 549 patients, there were 16 688 encounters with Black patients (14.9%) and 51 464 (46.0%) encounters with women and the mean (SD) age was 63.3 (16.9) years. The median (interquartile range) SOFA score was not statistically significantly different between Black and White patients (4 [2-6] for both groups;<i>P</i> = .19), but mortality was lower among Black individuals compared with White individuals with equivalent SOFA scores (odds ratio [OR], 0.98; 95% CI, 0.97-0.99;<i>P</i> &lt; .001). This was associated with lower mortality among Black patients compared with White patients prioritized for resource allocation in 3 CSC under shortage conditions that were severe (system A: OR, 0.65; 95% CI, 0.58-0.74;<i>P</i> &lt; .001; system B: OR, 0.70; 95% CI, 0.64-0.78;<i>P</i> &lt; .001; system C: OR, 0.73; 95% CI, 0.67-0.80;<i>P</i> &lt; .001), intermediate (system A: OR, 0.73; 95% CI, 0.67-0.80;<i>P</i> &lt; .001; system B: OR, 0.83; 95% CI, 0.77-0.89;<i>P</i> &lt; .001; system C: OR, 0.82; 95% CI, 0.77-0.89;<i>P</i> &lt; .001), and low (system A: OR, 0.83; 95% CI, 0.77-0.89;<i>P</i> &lt; .001; system C: OR, 0.86; 95% CI, 0.81-0.92;<i>P</i> &lt; .001; not applicable for system B, which had fewer tiers). When SOFA-based ranking rules were adjusted for Black patients to simulate equitable allocation based on observed mortality, the proportion upgraded to higher priority ranged from 379 Black patient encounters (2.3%) in low shortage conditions to 2601 Black patient encounters (15.6%) in severe shortage conditions.</p><h3>Conclusions and Relevance</h3><p>This study found that SOFA scores were associated with overestimated mortality among Black patients compared with White patients, and this was associated with a structural disadvantage for Black patients in CSC allocation systems. These findings suggest that guidelines should be revised to correct this inequity and alternative methods should be developed for more equitable triage.</p>",0
948,"This article traces the media representation of nursing strikes in the United States through evolving newspaper, television, online news, and social media coverage of three historical case studies: the nationally-record-setting nurses’ strikes in 1984 (Minneapolis-St. Paul), 2010 (Minneapolis-St. Paul), and 2014 (Kaiser Permanente hospitals, California). Over time, American nursing unions grew increasingly diverse by gender, socio-economic, and racial/ethnic composition. At the same time, media coverage of nurses’ strikes remained dependent upon well-worn gendered narratives of nursing as essentialized female caring that undermined the evolving aims of their collective professional and labour interests. Nursing unions initially benefited from their depiction as young, mostly white, middle-class women seeking fairness for their relatively low-paid work. However, deep contradictions persist in the public understanding of gender, labour, and professionalism in nursing, which have been compounded rather than clarified by its static and often nostalgic representation of nurses in the media.",0
949,"Recent labor disputes between registered nurses and hospitals in Minnesota, California, and Pennsylvania raise moral questions about nurses? professional obligations, nurses? right to collectively bargain to preserve or improve wages, benefits, and working conditions, and patients? right to medical care. Deontology and consequentialism focus too narrowly on nurses and patients, and thus ignore the nature of the healthcare community as a system of competing interests. When considered in this context, nurses? strikes are shown to be consistent with this system of competing interests, and thus are morally permissible.",0
950,The Minnesota Nurses Association intends to strike for three days starting September 12 if no agreement is reached by then.,0
951,"Com of Internes and Residents, union representing some 3,000 internes and residents at 1 1 voluntary NYC hosps, votes to strike Mar 17 as result of unresolved contract issues of excessive work hrs and 'out of title' working conditions, such as use of members in other types of hosp jobs; 11 hosps include Mt Sinai, Montefiore, Bronx-Lebanon, Long Island Jewish, Cath Med Center of Bklyn and Queens, NY Univ, Flower-Fifth Av, Maimonides, Brookdale and Hosp for Joint Diseases (S)",0
952,"The threat of a third hospital strike in New York City this year was posed yesterday by the Committee of Interns and Residents, which said it would walk out of voluntary hospitals unless they agreed to negotiate new contracts for those expiring Sept. 30.",0
953,"NLRB rules that interns and residents are students, not hosp employes, and are not entitled to organize or strike under Fed law",0
955,"Hospital house staff movements for collective bargaining have persisted for more than 35 years. The problems addressed seem equally persistent-inadequate pay, excessive hours, poor working conditions, and low standards of training and patient care. Interns and residents continue to face the organizational handicaps of transient membership, poor funding, and apathy, yet negotiated contracts indicate limited legal successes. Improved patient care conditions are less evident than improved house staff conditions.",0
956,"Current conditions surrounding the house of medicine—including corporate and government cost-containment strategies, increasing market-penetration schemes in health care, along with clinical scrutiny and the administrative control imposed under privatization by managed care firms, insurance companies, and governments—have spurred an upsurge in physician unionization, which requires a revisiting of the issue of physician strikes. Strikes by physicians have been relatively rare events in medical history. When they have occurred, they have aroused intense debate over their ethical justification among professionals and the public alike, notwithstanding what caused the strikes. As physicians and other health care providers increasingly find employment within organizations as wage-contract employees and their work becomes more highly rationalized, more physicians will join labor organizations to protect both their economic and their professional interests. As a result, these physicians will have to come to terms with the use of the strike weapon. On the surface, many health care strikes may not ever seem justifiable, but in certain defined situations a strike would be not only permissible but an ethical imperative. With an exacerbation of labor strife in the health sector in many nations, it is crucial to explore the question of what constitutes an ethical physician strike.",0
957,"About 700 healthcare workers at Henry Mayo Newhall Hospital in Valencia, California, plan to wage a one-day strike on Monday.",0
958,Milton Packer describes the first and only successful U.S. housestaff strike -- in 1975,0
959,"In the country's first major work stoppage by doctors, 21 of the city's 91 voluntary and municipal hospitals were struck yesterday by a union of 3,000 internes and resident physicians seeking a reduction in long hours.",0
960,several private San Francisco hosps close their maternity wards and others begin to lay off 10% of their employes as strike by physicians to protest rising cost of malpractice ins continues; Gov Edmund G Brown is preparing bill expected to reduce price of malpractice ins to drs by both limiting patient awards and reducing lawyer fees (M),0
963,"NLRB rules that interns and residents are students, not hosp employes, and are not entitled to organize or strike under Fed law",0
965,National Labor Relations Board rules interns and residents at privately owned hospitals have right to form unions under federal law; labor leaders applaud decision; say it could lead to improved conditions for interns and residents; hospital officials say ruling could fuel tensions at hospitals and that collective bargaining will interfere with educational mission of teaching hospitals (M),0
968,HR com approves NLRB Act amendment designating interns as professional hosp employees entitled to collective bargaining; '76 NLRB ruling found interns and residents primarily students; NYC drs orgn repr Dr Lawrence Boxt says new legis could prevent Oct strike when contracts with NYC voluntary hosps expire; Montefiore Hosp pres Dr Martin Cherkasky comments; illus (M),0
969,"Current conditions surrounding the house of medicine—including corporate and government cost-containment strategies, increasing market-penetration schemes in health care, along with clinical scrutiny and the administrative control imposed under privatization by managed care firms, insurance companies, and governments—have spurred an upsurge in physician unionization, which requires a revisiting of the issue of physician strikes. Strikes by physicians have been relatively rare events in medical history. When they have occurred, they have aroused intense debate over their ethical justification among professionals and the public alike, notwithstanding what caused the strikes. As physicians and other health care providers increasingly find employment within organizations as wage-contract employees and their work becomes more highly rationalized, more physicians will join labor organizations to protect both their economic and their professional interests. As a result, these physicians will have to come to terms with the use of the strike weapon. On the surface, many health care strikes may not ever seem justifiable, but in certain defined situations a strike would be not only permissible but an ethical imperative. With an exacerbation of labor strife in the health sector in many nations, it is crucial to explore the question of what constitutes an ethical physician strike.",0
970,"Americans continue to rate nurses as having the highest ethical standards among 18 professions, but with their lowest rating since 2004. Telemarketers and members of Congress remain the lowest-rated fields.",0
971,"Concerns over the impacts of hospital strikes on patient welfare led to substantial delay in the ability of hospitals to unionize. Once allowed, hospitals unionized rapidly and now represent one of the largest union sectors of the U.S. economy. Were the original fears of harmful hospital strikes realized as a result? In this paper we analyze the effects of nurses' strikes in hospitals on patient outcomes. We utilize a unique dataset collected on nurses' strikes over the 1984 to 2004 period in New York State, and match these strikes to a restricted use hospital discharge database which provides information on treatment intensity, patient mortality and hospital readmission. Controlling for hospital specific heterogeneity, patient demographics and disease severity, the results show that nurses' strikes increase in-hospital mortality by 19.4% and 30-day readmission by 6.5% for patients admitted during a strike, with little change in patient demographics, disease severity or treatment intensity. This study provides some of the first analytical evidence on the effects of health care strikes on patients, and suggests that hospitals functioning during nurses' strikes are doing so at a lower quality of patient care.",0
972,"Medical residents often bemoan long hours and relatively low wages. Now, a growing number are unionizing, which observers say brings benefits — and drawbacks.",0
973,The sanctity of the medical profession has been lost to corporate centralization and burnout.,0
975,The knowledge and use of qualitative description as a qualitative research approach in health services research is limited.,0
978,"Qualitative description has generally been viewed as the “poor cousin” to more developed qualitative methods, such as grounded theory. As such, little has been written about rigor in qualitative description, and researchers lack a navigational map to guide them and facilitate decision making. The novice, in particular, can be faced with numerous challenges and uncertainties. Using an incontinence project as a case study, the authors describe the issues that arose within a qualitative descriptive study and approaches used to maintain rigor. The overall credibility of the study depended on the researcher's ability to capture an insider (emic) perspective and to represent that perspective accurately. Strategies to enhance rigor included flexible yet systematic sampling, ensuring participants had the freedom to speak, ensuring accurate transcription and data-driven coding, and on-going attention to context.",0
979,"Much contemporary dialogue has centered on the difficulty of establishing validity criteria in qualitative research. Developing validity standards in qualitative research is challenging because of the necessity to incorporate rigor and subjectivity as well as creativity into the scientific process. This article explores the extant issues related to the science and art of qualitative research and proposes a synthesis of contemporary viewpoints. A distinction between primary and secondary validity criteria in qualitative research is made with credibility, authenticity, criticality, and integrity identified as primary validity criteria and explicitness, vividness, creativity, thoroughness, congruence, and sensitivity identified as secondary validity criteria.",0
980,"The general view of descriptive research as a lower level form of inquiry has influenced some researchers conducting qualitative research to claim methods they are really not using and not to claim the method they are using: namely, qualitative description. Qualitative descriptive studies have as their goal a comprehensive summary of events in the everyday terms of those events. Researchers conducting qualitative descriptive studies stay close to their data and to the surface of words and events. Qualitative descriptive designs typically are an eclectic but reasonable combination of sampling, and data collection, analysis, and re-presentation techniques. Qualitative descriptive study is the method of choice when straight descriptions of phenomena are desired.",0
981,"Pediatric sepsis is a heterogeneous disease with varying physiological dynamics associated with recovery, disability, and mortality. Using risk scores generated from a sepsis prediction model to define illness states, we used Markov chain modeling to describe disease dynamics over time by describing how children transition among illness states. We analyzed 18,666 illness state transitions over 157 pediatric intensive care unit admissions in the 3 days following blood cultures for suspected sepsis. We used Shannon entropy to quantify the differences in transition matrices stratified by clinical characteristics. The population-based transition matrix based on the sepsis illness severity scores in the days following a sepsis diagnosis can describe a sepsis illness trajectory. Using the entropy based on Markov chain transition matrices, we found a different structure of dynamic transitions based on ventilator use but not age group. Stochastic modeling of transitions in sepsis illness severity scores can be useful in describing the variation in transitions made by patient and clinical characteristics.",0
982,"Background Qualitative descriptive designs are common in nursing and healthcare research due to their inherent simplicity, flexibility and utility in diverse healthcare contexts. However, the application of descriptive research is sometimes critiqued in terms of scientific rigor. Inconsistency in decision making within the research process coupled with a lack of transparency has created issues of credibility for this type of approach. It can be difficult to clearly differentiate what constitutes a descriptive research design from the range of other methodologies at the disposal of qualitative researchers. Aims This paper provides an overview of qualitative descriptive research, orientates to the underlying philosophical perspectives and key characteristics that define this approach and identifies the implications for healthcare practice and policy. Methods and results Using real-world examples from healthcare research, the paper provides insight to the practical application of descriptive research at all stages of the design process and identifies the critical elements that should be explicit when applying this approach. Conclusions By adding to the existing knowledge base, this paper enhances the information available to researchers who wish to use the qualitative descriptive approach, influencing the standard of how this approach is employed in healthcare research.",0
987,"Background Formal and informal medical curricula convey expectations about professionalization, that is, the development of physician identity, and also about professionalism. This study examined whether, in general, junior residents experienced any dissonance between these roles and focused particularly on how they negotiated conflicts between compassion, self-care, duty and medical expertise. Methods In 2015, purposive sampling was used to select 21 first-year residents at a Canadian medical school. Participants listened to a 5-min audio-recording narrated in either male or female voice. Facing compassion fatigue after three obstetrical disasters over less than 2 days the resident narrator asks to go home. Participants reacted in writing to questions about this request and relevant teaching/modelling. Responses were analyzed using a qualitative, exploratory, thematic research design. Results Four themes were identified: i) empathy, self-doubt and fear of weakness, ii) the need for support from and communication with physicians and others, iii) education received, and iv) professionalization outranks professionalism. Participants agreed that under the circumstances the narrator’s care, compassion and request were appropriate. Never the less, many grappled with feeling that asking to be relieved of work demonstrated weakness and a shirking of responsibility. Respondents had received no formal teaching about balancing compassion for patients or self with professional duty. Preceptors’ informal teaching and modeling valorized scientific disengagement above all else. What emerged was participants’ drive to become detached clinicians who set aside emotional responses and interactions that could impede and be incompatible with professionalization. However, participants also recognized and lamented what was lost in such a transformation. Conclusion In the transition from student to practitioner, trainees’ views and the modeling they receive shift emotion and compassion, whether for self or patients, from assets to liabilities as they aim to be invincible medical experts.",0
988,"Economic constraints, profound changes in the healthcare system and insufficient educational expertise have gripped medical education. The objective of this study was to review professionalization of medical education and to contribute to an elaboration of a conceptual framework for understanding reforms. We developed a concept map based on information retrieved by searching the Medline/Knowledge Finder and the Cochrane Library databases. The descriptors used for the searches were 'certification, credentialing, education, faculty medical, quality assurance health care, research, staff development, teaching'. The endpoints for the study were: frequency, quality of studies and propositional content with regard to professionalization for developing a concept map. Thirty-one relevant studies were found in Medline.The Cochrane Library search returned no relevant studies. The evidence of the few studies was weak. The literature-derived concept map shows that faculty development is a prerequisite for certification leading to professionalization. Other related variables were resource allocation, intrinsic motivation to learn, educational research, study time, financial policy, organizational and staff development, and new specialized roles such as clinician-educator. It is concluded that professionalization of medical education is needed. This deficit underscores the need for conceptually sound research approaches. The concept of intrinsic motivation explains how to comply with scientifically based standards, thus fostering professionality. Approaches facilitating compliance, such as evidence-based learning, potentially professionalize the practice of medical education. Novel approaches such as quality management and best evidence medical education could professionalize medical education.",0
991,"When infectious disease outbreaks strike, health facilities acquire labels such as “war zones” and “battlefields” and healthcare professionals become “heroes” on the “front line.” But unlike soldiers, healthcare professionals often take on these dangerous roles without any prior intention or explicit expectation that their work will place them in grave personal danger. This inevitably raises questions about their role-related obligations and whether they should be free to choose not to endanger themselves. In this article, I argue that it is helpful to view this situation not only through the lens of “professional duty” but also through the lens of “role-related conflicts.” Doing so has the advantage of avoiding exceptionalism and allowing us to draw lessons not only from previous epidemics but also from a wide range of far more common role-related dilemmas in healthcare.",0
992,"Medical residents often bemoan long hours and relatively low wages. Now, a growing number are unionizing, which observers say brings benefits — and drawbacks.",0
995,"strike of 4,000 nurses in northern Calif continues with no end in sight; 43 hosps in San Francisco Bay area alone are reptdly closed for all but emergency cases; nurses are seeking substantial pay increases and opportunity to get every other weekend off; are also demanding greater voice in patient care; Calif State Conciliation Service has summoned disputants to meet for mediation; nurses' strike coincides with 49th biennial conv of Amer Nurses Assn, which approves resolution backing strike (M)",0
996,"W J Usery Jr, head of Fed Mediation Service, announces tentative settlement in 3-wk strike of 4,400 nurses at 43 northern Calif hosps; no details of agreement are disclosed; Calif Nurses Assn will vote on agreement June 27; assn pres Irene Pope says nurses will return to work immediately if contract is approved, but will continue to picket hosps until then",0
998,"some 4,400 nurses who had struck 43 northern Calif hosps for 3 wks return to work on June 28 after ratifying 2-yr agreement; 3 hosp groups that had been struck-Kaiser-Permanente, Affiliated Hosps and Associated Hosps-approved pact on June 26; nurses obtain salary increases averaging 11%, with retroactive increases from $60 to $65 monthly back to Jan 1; win agreement that nurses will not be assigned to 7 specialized units without 'appropriate specialized training,' except in emergency; hosps pledge that nurses will be able to 'participate' in reviewing patients' needs for nursing care; nurses will get at least 1 of every 2 weekends off (M)",0
999,striking nurses picket 40 northern Calif hosps in support of their demand for less work and more pay; entire floors of hosps shut down in 3d day of strike (S),0
1000,"more than 4,000 nurses strike 40 major hosps and clinics in San Francisco Bay area as 8,000 nurses arrive from throughout US for natl conv; demand increased pay, pensions and guarantee of every other weekend off; principal demand is cutback in workload; hosps begin discharging any patients able to leave and admit patients on emergency basis only; Burton White of Calif Nurses' Assn says hosps are too thinly staffed; Curtis Roberts, spokesman for Affiliated Hosps of San Francisco, says about 25% of registered nurses remain on duty (M)",0
1001,A one-year pause and reassessment would allow us to sift through the fearmongering on both sides of the unionization debate,0
1002,Unionization isn’t just about money.,0
1003,The sanctity of the medical profession has been lost to corporate centralization and burnout.,0
1005,"The country's first major physicians' strike ended here last night, with an agreement to limit hours that sent internes and residents back to their regular duties at 21 hospitals. It was the fourth day of a walkout called by the young doctors in an effort to shorten drawn-out work schedules.",0
1006,Internes and resident physicians last night reaffirmed their determination to strike 23 local hospitals at 7 A.M. today as Federal mediators continued their round-the-clock efforts to avert the walkouts.,0
1007,"In the country's first major work stoppage by doctors, 21 of the city's 91 voluntary and municipal hospitals were struck yesterday by a union of 3,000 internes and resident physicians seeking a reduction in long hours.",0
1008,"Internes and residents at New York University Hospital refused to join striking doctors for the second day yesterday and declared that in spite of their union membership they would not ""forsake the patients who convince us that sickness is a 24-hour-a-day job.""",0
1009,Three thousand doctors went on strike Monday for shorter hours in the first major walkout of physicians in the nation's history.,0
1010,Both sides in the hospital strike exchanged public recriminations yesterday as the work stoppage by internes and residents went through its third day.,0
1011,"NEW YORK - Doctors on the house staffs of 23 hospitals here went on strike, apparently the first walkout of its kind in the nation's history.",0
1012,"His reddish beard slightly bedraggled and his eyes bloodshot, Dr. Richard Albert Knutson strode through the offices of the Committee of Internes and Residents yesterday, ...",0
1013,"WASHINGTON, Oct. 11 (AP) --Internes and residents at major hospitals took a major step today toward forming a union that would use strikes and other collective bargaining tactics to improve wages and working conditions.",0
1015,"At a time when most authorities believe that the country desperately needs more generalists, the American Board of Internal Medicine (ABIM) is adding new subspecialties. Specifically, in the past 2 years the ABIM has launched certification in the fields of hospice and palliative care and advanced heart failure and has begun a process for internal-medicine certification with a focused practice in hospital medicine. The ABIM has also approved the subspecialty of adult congenital heart disease to move forward to the American Board of Medical Specialties (ABMS) for final approval. In addition, the ABIM has received requests from specialty societies to . . .",0
1018,"Aims and Objectives This study used census data to construct a demographic profile of early 20th century nurses in the United States. Background Census data is recognized as a rich source of quantitative information on long term changes. However, difficulties in retrieving census data dissuade researchers from exploiting this source. IPUMS, a standardized and digitialized version of census data, enables greater ease in retrieving and analyzing data. Design and Methods A sample of respondents identifying as “professional nurses” for the years 1900–1950 was extracted from IPUMS categorized by the variables of race, sex, and marital status. The resulting data set was analyzed for simple frequency statistics using SPSS software. Findings Results revealed a tremendous increase in the number of nurses over the five decades under study. Nurses were increasingly young, female, single and white until 1930. After 1930, white and African-American women nurses began to reflect trends toward more diversity. Discussion and Conclusions This study is the first systematic attempt to trace the demographic trajectory of professional nurses in the United States in the early 20th century. It also demonstrates the possibilities of using digital technologies to restructure the asking and answering of historical questions. The use of quantitative methods of social history has transnational applications which can facilitate global investigations into the demographic composition of the nursing occupation. Relevance for Clinical Practice This way of using digitalization of census data provides a way to examine historical trans-national workforce trends. Such trends provide a firmer base upon which to construct workforce and practice strategies for a future global workforce.",0
1019,"MeloshBarbara, The physician's hand. Work culture and conflict in American nursing, Philadelphia, Temple University Press, 1982, 8vo, pp. ix, 260, [no price stated]. - Volume 28 Issue 3 - Monica E. Baly",0
1020,"From the New York Times bestselling author of All About Love, a brave and astonishing work that challenges patriarchal culture and encourages men t...",0
1021,"""I don't need a compliment; I need safe staffing.""",0
1022,"WICHITA, Kan. (KSNW) — Nurses from across the nation were invited to participate in a National Nurses March Thursday in Washington. In a statement on NationalNursesMarch.org, organizers said the go…",0
1023,"Residents waged a protest on Friday, demanding to know why senior faculty were getting the vaccine before front-line workers who see COVID-19 patients. Stanford has agreed the plan was flawed.",0
1024,Tuition must be refunded. Health insurance must be provided.,0
1025,A one-year pause and reassessment would allow us to sift through the fearmongering on both sides of the unionization debate,0
1026,Nurses at Montefiore Medical Center in the Bronx and Mount Sinai in Manhattan will return to work after the hospitals agreed to add staffing and improve working conditions.,0
1027,The best way to prevent future health care work stoppages is to fix how we pay for health care.,0
1028,The leading voice and advocate for nurses in Washington state.,0
1029,"When infectious disease outbreaks strike, health facilities acquire labels such as “war zones” and “battlefields” and healthcare professionals become “heroes” on the “front line.” But unlike soldiers, healthcare professionals often take on these dangerous roles without any prior intention or explicit expectation that their work will place them in grave personal danger. This inevitably raises questions about their role-related obligations and whether they should be free to choose not to endanger themselves. In this article, I argue that it is helpful to view this situation not only through the lens of “professional duty” but also through the lens of “role-related conflicts.” Doing so has the advantage of avoiding exceptionalism and allowing us to draw lessons not only from previous epidemics but also from a wide range of far more common role-related dilemmas in healthcare.",0
1030,Tuition must be refunded. Health insurance must be provided.,0
1031,Watch the doctors and nurses trying to save us from the coronavirus as they risk their own lives — and those of their families — in a new Times documentary on FX and Hulu.,0
1032,The pandemic has pushed already stressed nurses away from a demanding field. Does the job need to be rethought?,0
1033,"A growing number of programs aim to help doctors, nurses and medical students who are struggling with mental health issues during the pandemic.",0
1034,"Learn why nurses are striking, where nursing strikes are happening in 2023, and where they've taken place in 2021 and 2022.",0
1035,Nurses at Montefiore Medical Center in the Bronx and Mount Sinai in Manhattan will return to work after the hospitals agreed to add staffing and improve working conditions.,0
1036,"Medical residents often bemoan long hours and relatively low wages. Now, a growing number are unionizing, which observers say brings benefits — and drawbacks.",0
1043,"women’s rights movement, also called women’s liberation movement, diverse social movement, largely based in the United States, that in the 1960s and ’70s sought equal rights and opportunities and greater personal freedom for women. It coincided with and is recognized as part of the “second wave” of feminism. While the first-wave feminism of the 19th and early 20th centuries focused on women’s legal rights, especially the right to vote (see women’s suffrage), the second-wave feminism of the women’s rights movement touched on every area of women’s experience—including politics, work, the family, and sexuality. Organized activism by and on behalf of",0
1045,"Background and objective Different regulatory requirements apply for clinical research activities, thus identifying the applicable regulatory requirements is one of the cornerstones of regulatory compliance. Typically, classification is a very manual and time-consuming process. To make the classification more efficient, precise and dynamic, we proposed to automate the classification process using an advanced Machine Learning algorithm which follows a set of logical decision steps. The main objective of the project was to prove or reject the hypothesis of whether a Machine Learning model can be trained to automatically classify clinical research. Methods Multiple Machine Learning models based on Natural Language Processing Classifiers including Random Forest, Support Vector Machine, and Logistic Regression were trained to classify Interventional Clinical Trials, Non-interventional Studies and other Real-world evidence research activities based on the text extracted from a Research Plan or a Study Protocol/Synopsis. Starting with Data Exploration and Data Preparation, for Data Preprocessing, the Term Frequency-Inversed Document Frequency (Tf-idf) column transformation was performed. To assess the performance of the models and choose the most efficient one, the accuracy, precision, recall (also known as sensitivity) and f1-score were calculated for each model. Results All models showed sufficient performance. However, the Random Forest Classification model outperformed the other solutions tested and therefore was implemented in our Machine Learning application. The hypothesis was accepted based on a recall score of 1.00 as well as a 0.94 accuracy. The probability score of the result was analysed from the perspective of prioritisation of compliance needs minimising the false negatives for interventional and non-interventional studies. This Machine Learning model was then applied directly to achieve successful Clinical Research classification. Conclusion Thus, we have demonstrated that the implementation of the Machine Learning approach helps in the acceleration of the classification process and at the same time increasing compliance with applicable regulatory requirements. This model can benefit the biopharmaceutical industry and individual researchers.",0
1046,Automated abstracts classification could significantly facilitate scientific literature screening. The classification of short texts could be based on their statistical properties. This research aimed to evaluate the quality of short medical abstracts classification primarily based on text statistic …,0
1047,"Patients’ no-shows, scheduled but unattended medical appointments, have a direct negative impact on patients’ health, due to discontinuity of treatment and late presentation to care. They also lead to inefficient use of medical resources in hospitals and clinics. The ability to predict a likely no-show in advance could enable the design and implementation of interventions to reduce the risk of it happening, thus improving patients’ care and clinical resource allocation. In this study, we develop a new interpretable deep learning-based approach for predicting the risk of no-shows at the time when a medical appointment is first scheduled. The retrospective study was conducted in an academic pediatric teaching hospital with a 20% no-show rate. Our approach tackles several challenges in the design of a predictive model by (1) adopting a data imputation method for patients with missing information in their records (77% of the population), (2) exploiting local weather information to improve predictive accuracy, and (3) developing an interpretable approach that explains how a prediction is made for each individual patient. Our proposed neural network-based and logistic regression-based methods outperformed persistence baselines. In an unobserved set of patients, our method correctly identified 83% of no-shows at the time of scheduling and led to a false alert rate less than 17%. Our method is capable of producing meaningful predictions even when some information in a patient’s records is missing. We find that patients’ past no-show record is the strongest predictor. Finally, we discuss several potential interventions to reduce no-shows, such as scheduling appointments of high-risk patients at off-peak times, which can serve as starting point for further studies on no-show interventions.",0
1048,"OBJECTIVES: To systematically review and examine the psychometric properties of established resilience scales in older adults, i.e. ≥60 years. METHODS: A systematic review of Scopus and Web of Science databases was undertaken using the search strategy ""resilience"" AND (ageing OR aging)"". Independent title/abstract and fulltext screening were undertaken, identifying original peer-reviewed English articles that conducted psychometric validation studies of resilience metrics in samples aged ≥60 years. Data on the reliability/validity of the included metrics were extracted from primary studies. RESULTS: Five thousand five hundred nine studies were identified by the database search, 426 used resilience psychometrics, and six psychometric analysis studies were included in the final analysis. These studies conducted analyses of the Connor Davidson Resilience Scale (CD-RISC) and its shortened 10-item version (CD-RISC10), the Resilience Scale (RS) and its shortened 5- (RS-5) and 11- (RS-11) item versions, and the Brief Resilient Coping Scale (BRCS). All scales demonstrated acceptable levels of internal consistency, convergent/discriminant validity and theoretical construct validity. Factor structures for the RS, RS-11 and CD-RISC diverged from the structures in the original studies. CONCLUSION: The RS, RS-5, RS-11, CD-RISC, CD-RISC10 and BRCS demonstrate psychometric robustness adequate for continued use in older populations. However, results from the current study and pre-existing theoretical construct validity studies most strongly support the use of the RS, with modest and preliminary support for the CD-RISC and BRCS, respectively. Future studies assessing the validity of these metrics in older populations, particularly with respect to factor structure, would further strengthen the case for the use of these scales.",0
1049,"Background: While resilience has been defined as resistance to illness, adaptation, and thriving, the ability to bounce back or recover from stress is closest to its original meaning. Previous resilience measures assess resources that may promote resilience rather than recovery, resistance, adaptation, or thriving. Purpose: To test a new brief resilience scale. Method: The brief resilience scale (BRS) was created to assess the ability to bounce back or recover from stress. Its psychometric characteristics were examined in four samples, including two student samples and samples with cardiac and chronic pain patients. Results: The BRS was reliable and measured as a unitary construct. It was predictably related to personal characteristics, social relations, coping, and health in all samples. It was negatively related to anxiety, depression, negative affect, and physical symptoms when other resilience measures and optimism, social support, and Type D personality (high negative affect and high social inhibition) were controlled. There were large differences in BRS scores between cardiac patients with and without Type D and women with and without fibromyalgia. Conclusion: The BRS is a reliable means of assessing resilience as the ability to bounce back or recover from stress and may provide unique and important information about people coping with health-related stressors. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0
